Input Text Part 1,Input Text Part 2,Ground Truth Label,Model Prediction
enjoy them,would the boy ( 2016 ) be a good horror choice?,0,0
hello! can i help you find a movie?,can i help you with a movie,1,1
sounds good. you have a great day. thank you and good bye.,good bye,1,1
for me the best fantsy is the lord of the rings,i love that movie.,1,1
those are good movies as well,it's with daniel radcliffe where he is like a reanimated corpse and he helps a guy stranded on an island. it's wacky.,0,0
hello! have you seen either of these? avengers : infinity war ( 2018 ) or thor,have you seen kiss kiss bang bang ( 2005 ),1,1
i havent seen that one,need some good movie?,0,0
have you seen it,and did you watch the exorcist ( 1973 )?,1,1
or maybe first sunday ( 2008 )?,or truth or dare ( 2013 )?,1,1
okay. i have a few ideas. give me a minute,i've heard the same abut that movie,0,0
all of your examples were female leads,or maybe the nice guys ( 2016 )?,0,0
i have not seen the remake.,tell me what kind of movies do you like?,0,0
i've heard the same abut that movie,i agree,1,1
did you watch it ( 2017 )?,have you seen it?,1,1
would you like a movie recommendation?,hey there. i'm doing well. can i recommend a movie for you?,1,1
spotlight ( 2015 ) was awesome. i highly recommend it!,excellent! i hope you enjoy,1,1
"seth rogan is in it, danny mcbride","yes, that was funny!",0,0
is that enough family friendly and adventure films for you?,perfect! me too!,0,0
i watched it too.,you are welcome,0,0
definitely the movie step brothers ( 2008 ) is for you!,ok you meant no to thrillers completely,0,1
the others ( 2001 ) is pretty creepy,or maybe noah ( 2014 )?,0,0
i hope you have something here you can use?,hey there. can i recommend something to watch?,1,1
good bye,your welcome,1,1
have you seen avengers : age of ultron ( 2015 ),i watched it too.,0,0
hello,have you seen it ( 2017 ),0,0
do you like scary movies?,"yeah, i think that's one of the best i have ever seen",0,0
tell me what would you like to watch?,"hi, how can i help you?",0,1
yes that is great.,good bye,1,1
can i help you,"well, you should try them",0,0
my apologies,which once that i recommended would you like to watch?,0,0
i cant wait!,good bye,0,1
hi,it's based on 1970's in new york,0,0
can i help you,my apologies,0,0
nice me too,its sort of comic book / video game style movie,0,0
"hello, what type of movies do you like?",like billy madison ( 1995 )?,0,1
have you seen the new avengers? avengers : infinity war ( 2018 ),did you watch click ( 2006 )?,1,1
hello! are you looking for a movie suggestion?,hi - need a good movie reco?,1,1
empire of the ants ( 1977 ) freaked me out as a child,i have not seen taht movie,1,1
you should watch police academy ( 1984 ),"no problem, enjoy and goodbye",1,1
have you seen annihilation ( 2018 )? i would recommend it.,have you ever seen monster ( 2003 ) with charlize theron?,1,1
did you watch avengers : infinity war ( 2018 ),"those are really funny, have you seen them?",1,1
i have never seen either of those movies. do you like comedies like the waterboy ( 1998 ) or something like black sheep ( 1996 ).,tell me what kind of movies do you like?,1,1
i like old school horror movies like a nightmare on elm street ( 1984 ) have you ever seen this one?,have you seen avengers : infinity war ( 2018 ),1,1
what can i help you fiind tonight?,i havent seen it,0,0
your welcome,good bye,1,1
"you're welcome. have a great day, good bye.",or maybe avengers : infinity war ( 2018 )?,0,0
you like?,i seen it 3 times i ‚ ao√n√¥m black panther out lol,0,0
so true romance ( 1993 ) is a crime movie with some romance,"it has drew barrymore and adam sandler starring, it's a romantic comedy so you would like it",1,1
hello,you're welcome.,1,1
what kind of movie are you looking for now?,what type of movies do you like?,1,1
good bye,you like to watch them?,0,0
good bye,bye,1,1
yes! batman has made a lot of good movies,looking for some good movies?,0,0
i haven't seen that one,i am not sure that i know many musicals. i have never seen les mis ‚ ao¬©rables ( 2012 ).,1,1
like billy madison ( 1995 )?,or insidious ( 2011 )?,1,1
"me too, bye","did o help you, or do you need more help?",0,0
it's on my list of favorites.,i am not a horror film fanatic but i will watch it.,1,1
ok you meant no to thrillers completely,maybe action movies like hot fuzz ( 2007 )?,0,0
"thank you, good bye.",ok.. if it is the story of survival that you liked,0,0
so you like the old ones then.,"hey there, can i recommend a movie for you?",0,0
"it was nice talking to you, good bye",my apologies,1,1
what type of movies do you like?,hello there. looking for some good movies?,0,0
did you watch avengers : infinity war ( 2018 )?,hi - need a good movie reco?,0,0
and it ( 1990 )?,and the mask ( 1988 )?,1,1
have a good evening and enjoy those movies,you might love deadpool ( 2016 )!,1,1
you like funny movies.,"no problem, enjoy and goodbye",0,1
it's based on a book about a rogue shark that terrorizes a small beach community during the tourist summer season.,have you watched deadpool ( 2016 ) the first one?,0,0
"hello, sure i will.",hello,1,1
it is about batman and the joker,"yes, i highly suggest pineapple express ( 2008 )!",0,0
"oh for sure, it is a great movie and mark wahlberg is a stud. have you ever seen boogie nights ( 1997 )?","there's something about mary ( 1998 ) ething about mary is a great movie, very funny. have you seen the wedding singer ( 1998 )?",1,1
it is very creepy and dark but full of suspense,have you seen avengers : infinity war ( 2018 )?,0,0
i watched it the other night. i forgot how much i liked it!,i really haven ‚ ao√n√¥t seen any recent one at lately,1,1
yes i think so,yes i have,0,1
"hi there. i would like to suggest some comedies you could watch, have you seen the wedding singer ( 1998 )?",have you seen me before you?,1,1
i want to share movies to you,i could recommend you too american pie 2 ( 2001 ),0,1
i love a good steven king movie,fight club ( 1999 ) and the shawshank redemption ( 1994 ) are two of my favorite movies.,1,1
hello,goodbye,1,1
or sherlock holmes ( 2010 )?,did you watch the exorcist ( 1973 )?,0,1
want any more recommendations?,hi - need a good movie reco?,1,1
i will watch it soon,lol ahhh i ‚ ao√n√¥m still excited to see it!,1,1
and did you watch you don't mess with the zohan ( 2008 )?,have you seen me before you?,1,1
thanks!,there's a pbs channel with great documentaries.,0,0
looking for a good movie?,"those are really funny, have you seen them?",0,0
"good thanks, what kind of movies do you like?",i agree,0,0
does this help you find a movie to watch?,would you like some more suggestions?,1,1
"they are great movies, have you seen american gangster ( 2007 )",would like to know a comedy or something more serious like the godfather ( 1991 )?,0,0
i haven't actually seen that many.,what kind of movie are you looking for now?,0,0
"oh for sure, it is a great movie and mark wahlberg is a stud. have you ever seen boogie nights ( 1997 )?",have you ever seen monster ( 2003 ) with charlize theron?,1,1
i haven't actually seen that many.,"i haven't seen it yet, but my friend liked it.",1,1
or do you like scary movies?,what kind of movies would you like to watch?,1,1
whats that?,it's based on 1970's in new york,0,0
good bye,good bye,1,1
maybe action movies like hot fuzz ( 2007 )?,so you like adventure movies?,1,1
do you not like scary movies?,are you looking for something older or newer?,1,1
i enjoyed house at the end of the street ( 2012 ) but have not seen the last house on the left ( 2009 ) or the last house on the left ( 1972 ).,i havent seen it,1,1
i have not seen taht movie,i haven ‚ ao√n√¥t seen blade runner,1,1
"yes, that was funny!",it is action packed with great fight scenes.,0,0
its sort of comic book / video game style movie,hi i'm good. are you looking for a movie?,0,0
i havent even heard of that one,yes i seen hellboy!,1,1
tell what kind of movie would you like to watch?,hello,0,0
have you ever seen the conjuring ( 2013 ),have you seen avengers : infinity war ( 2018 ),1,1
no i haven't.,i just watched black panther ( 2018 ) and i loved it,1,0
have you seen it,and did you watch the last exorcism ( 2010 )?,1,1
how about house of 1000 corpses ( 2003 ),what kind movies do you like?,1,1
"okay, hold on and i'll recommend some",let me think here..,1,1
have you seen american pie ( 1999 )?,did you watch it ( 2017 )?,1,1
hello,good bye,1,1
see you!,hello,1,1
have you seen avengers : infinity war ( 2018 )?,"hi there. i would like to suggest some comedies you could watch, have you seen the wedding singer ( 1998 )?",1,1
"thank you, good bye",good bye,1,1
"a classic that i recommend is the movie the graduate, the soudtrank i liked a lot",have you seen kiss kiss bang bang ( 2005 ),0,0
i liked it too,i've seen click ( 2006 ) but i don't like it as much as his older movies.,0,1
i love happy gilmore ( 1996 ).,that's is very interesting and funny,1,1
i think you would really like the shining ( 1980 ).,yes that is great.,0,0
stardust ( 2007 ) is also a good action adventure romance.,well i could imagine if you are a fan of the older ones and if you like movies like aliens ( 1986 ) then star wars : episode viii ‚ ao√n√¨ the last jedi ( 2017 ) maybe not your type of movie.,0,1
hello,that is full of action and comedy.,0,0
sounds good. you have a great day. thank you and good bye.,hello,1,1
what kind movies do you like?,what kind of movies would you like to watch?,1,1
i just watched black panther ( 2018 ) and i loved it,i have never seen either of those movies. do you like comedies like the waterboy ( 1998 ) or something like black sheep ( 1996 ).,0,0
i wonder if you have seen any of the movies i suggested?,"they are great movies, have you seen american gangster ( 2007 )",1,1
oh that sounds like one i will have to check out.,i gotta rec the classic pirates of the caribbean,1,1
"there's something about mary ( 1998 ) ething about mary is a great movie, very funny. have you seen the wedding singer ( 1998 )?",hello,0,0
hello! how may i help you today?,any plans for today? should i recommend you something?,1,1
i loved that movie actually haha.,yes! batman has made a lot of good movies,1,1
how about house of 1000 corpses ( 2003 ),well how about wonder woman ( 2017 ).,1,1
"hi, how can i help you?",how did you like it?,0,0
"oh for sure, it is a great movie and mark wahlberg is a stud. have you ever seen boogie nights ( 1997 )?",and did you watch the last exorcism ( 2010 )?,1,1
have you ever seen click ( 2006 )?,have you seen avengers : infinity war ( 2018 ),1,1
what kind of movies can i help you with tonight?,you can watch too if you want to the exorcist ( 1973 ),0,0
thank you! have a great day good bye.,hi i am good,1,1
are you looking for a movie to watch?,"hi, can i help you find a movie?",1,1
"sure, i love dramas. what is your favorite drama?","well, i hope i have helped",0,0
"me, too!",have you seen avengers : infinity war ( 2018 ),0,0
or the black panthers : vanguard of the revolution ( 2015 )?,you're welcome.,0,0
yes that is the movie i suggest.,maybe 12 angry men ( 1957 ) and the dark knight ( 2008 )?,0,0
i wasn't a big fan of paranormal activity ( 2007 ),yes it is! it has micheal jackson in it,0,0
as man of steel ( 2013 )?,hello there. looking for a good movie?,0,0
"good day to you, too!",great. goodbye.,1,1
and did you watch the exorcist ( 1973 )?,did you see that new will ferrel movie the house ( 2017 )?,1,1
